[2026-04-12T09:28:09.171Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2F%40axe-core%2Freact%2Fdist%2Findex.mjs&methodName=eval&arguments=&lineNumber=202&column=15 → 200 (1ms, 371B)
[2026-04-12T09:28:09.171Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=resolve&arguments=&lineNumber=29295&column=18 → 200 (5ms, 418B)
[2026-04-12T09:28:09.171Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=respond&arguments=&lineNumber=29252&column=13 → 200 (8ms, 361B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=v2Reporter&arguments=&lineNumber=29511&column=7 → 200 (13ms, 551B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=createReport&arguments=&lineNumber=29309&column=21 → 200 (20ms, 489B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=handleRunRules&arguments=&lineNumber=29270&column=11 → 200 (26ms, 447B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=eval&arguments=&lineNumber=29059&column=13 → 200 (33ms, 389B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=eval&arguments=&lineNumber=11582&column=13 → 200 (130ms, 377B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=eval&arguments=&lineNumber=28681&column=15 → 200 (51ms, 506B)
[2026-04-12T09:28:09.172Z] GET http://localhost:3000/__nextjs_original-stack-frame?isServer=false&isEdgeServer=false&isAppDirectory=true&errorMessage=Error%3A+Fix+any+of+the+following%3A%0A++Element+has+insufficient+color+contrast+of+3.94+%28foreground+color%3A+%23ffffff%2C+background+color%3A+%235b7dd4%2C+font+size%3A+12.0pt+%2816px%29%2C+font+weight%3A+normal%29.+Expected+contrast+ratio+of+4.5%3A1&file=webpack-internal%3A%2F%2F%2F%28app-pages-browser%29%2F.%2Fnode_modules%2Faxe-core%2Faxe.js&methodName=eval&arguments=&lineNumber=11582&column=13 → 200 (44ms, 377B)
